UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;TransportedSoldier;IsTowable;ProductionYear;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;Resource_Tickets;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_MotRifles_DDR";"Unit_MotRifles_DDR";"ENationaliteAxis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"MotRifles_DDR";0;1981;15;25;;;"tank_B";"['infantry']";"EDefaultFactoriesInfantry";45;2;0;"Descriptor_Unit_MotRifles_BTR_DDR";;"Descriptor_OrderAvailability_MotRifles_DDR";"WeaponDescriptor_MotRifles_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MotRifles_HMG_DDR";"Unit_MotRifles_HMG_DDR";"ENationaliteAxis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"MotRifles_HMG_DDR";0;1981;15;25;;;"tank_A";"['infantry']";"EDefaultFactoriesInfantry";50;2;0;"Descriptor_Unit_MotSchutzen_DDR";;"Descriptor_OrderAvailability_MotRifles_HMG_DDR";"WeaponDescriptor_MotRifles_HMG_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MotRifles_HMG_SOV";"Unit_MotRifles_HMG_SOV";"ENationaliteAxis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"MotRifles_HMG_SOV";0;1981;15;25;;;"tank_A";"['infantry']";"EDefaultFactoriesInfantry";55;2;0;;;"Descriptor_OrderAvailability_MotRifles_HMG_SOV";"WeaponDescriptor_MotRifles_HMG_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MotRifles_Metis_SOV";"Unit_MotRifles_Metis_SOV";"ENationaliteAxis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"MotRifles_Metis_SOV";0;1981;15;25;;;"tank_B";"['infantry']";"EDefaultFactoriesInfantry";50;2;0;"Descriptor_Unit_MotRifles_BTR_SOV";;"Descriptor_OrderAvailability_MotRifles_Metis_SOV";"WeaponDescriptor_MotRifles_Metis_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MotRifles_SOV";"Unit_MotRifles_SOV";"ENationaliteAxis";"SOV";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"MotRifles_SOV";0;1981;15;25;;;"tank_C";"['infantry']";"EDefaultFactoriesInfantry";40;2;0;"Descriptor_Unit_MotRifles_CMD_SOV";;"Descriptor_OrderAvailability_MotRifles_SOV";"WeaponDescriptor_MotRifles_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_MotSchutzen_DDR";"Unit_MotSchutzen_DDR";"ENationaliteAxis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"MotSchutzen_DDR";0;1981;15;25;;;"tank_B";"['infantry']";"EDefaultFactoriesInfantry";50;2;0;;;"Descriptor_OrderAvailability_MotSchutzen_DDR";"WeaponDescriptor_MotSchutzen_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Osa_9K33M3_DDR";"Unit_Osa_9K33M3_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;72.0;;0.875;33.75;69.75;4.0;500;500.0;;63.675;250;0.2;10.0;"Osa_9K33M3_DDR";0;1989;1;1;;;"tank_B";"['AA']";"EDefaultFactoriesAT";120;4;0;"Descriptor_Unit_MTLB_Strela10_DDR";;"Descriptor_OrderAvailability_Osa_9K33M3_DDR";"WeaponDescriptor_Osa_9K33M3_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Osa_9K33M3_SOV";"Unit_Osa_9K33M3_SOV";"ENationaliteAxis";"SOV";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;;72.0;;0.875;33.75;69.75;4.0;500;500.0;;63.675;250;0.2;10.0;"Osa_9K33M3_SOV";0;1989;1;1;;;"tank_B";"['AA']";"EDefaultFactoriesAT";120;4;0;"Descriptor_Unit_MTLB_Strela10_SOV";;"Descriptor_OrderAvailability_Osa_9K33M3_SOV";"WeaponDescriptor_Osa_9K33M3_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_PT76B_CMD_DDR";"Unit_PT76B_CMD_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;40.5;;1.4444444444444446;22.5;45.0;7.0;600;510.0;;84.9;20;0.26;8.0;"PT76B_CMD_DDR";0;1987;60;60;;;"tank_C";"['hq']";"EDefaultFactoriesTanks";130;9;0;;;"Descriptor_OrderAvailability_PT76B_CMD_DDR";"WeaponDescriptor_PT76B_CMD_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_PT76B_DDR";"Unit_PT76B_DDR";"ENationaliteAxis";"DDR";1.5;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;40.5;;1.4444444444444446;22.5;45.0;7.0;600;510.0;;127.35;40;0.4;5.0;"PT76B_DDR";0;1987;1;1;;;"tank_C";"['reco']";"EDefaultFactoriesRecons";40;2;0;;;"Descriptor_OrderAvailability_PT76B_DDR";"WeaponDescriptor_PT76B_DDR";2473.4982332155478;;;;;;;;;;;;;;;;;
"Descriptor_Unit_PT76B_tank_DDR";"Unit_PT76B_tank_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";10.0;0.0;;40.5;;1.4444444444444446;22.5;45.0;7.0;600;510.0;;63.675;40;0.2;10.0;"PT76B_tank_DDR";0;1987;60;60;;;"tank_C";"['armor']";"EDefaultFactoriesTanks";30;5;0;"Descriptor_Unit_PT76B_CMD_DDR";;"Descriptor_OrderAvailability_PT76B_tank_DDR";"WeaponDescriptor_PT76B_tank_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Panzergrenadier_APC_RFA";"Unit_Panzergrenadier_APC_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";9.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Panzergrenadier_APC_RFA";0;1981;15;25;;;"tank_B";"['infantry']";"EDefaultFactoriesInfantry";40;2;0;"Descriptor_Unit_PzGrenadier_RFA";;"Descriptor_OrderAvailability_Panzergrenadier_APC_RFA";"WeaponDescriptor_Panzergrenadier_APC_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Panzergrenadier_CMD_RFA";"Unit_Panzergrenadier_CMD_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"Panzergrenadier_CMD_RFA";0;0;15;25;;;"tank_A";"['hq']";"EDefaultFactoriesInfantry";170;5;0;;;"Descriptor_OrderAvailability_Panzergrenadier_CMD_RFA";"WeaponDescriptor_Panzergrenadier_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Panzergrenadier_IFV_RFA";"Unit_Panzergrenadier_IFV_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Panzergrenadier_IFV_RFA";0;1981;15;25;;;"tank_C";"['infantry_half']";"EDefaultFactoriesInfantry";30;2;0;"Descriptor_Unit_Panzergrenadier_APC_RFA";;"Descriptor_OrderAvailability_Panzergrenadier_IFV_RFA";"WeaponDescriptor_Panzergrenadier_IFV_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_PzGrenadier_RFA";"Unit_PzGrenadier_RFA";"ENationaliteAllied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"PzGrenadier_RFA";0;1981;15;25;;;"tank_C";"['infantry_half']";"EDefaultFactoriesInfantry";30;2;0;"Descriptor_Unit_Panzergrenadier_CMD_RFA";;"Descriptor_OrderAvailability_PzGrenadier_RFA";"WeaponDescriptor_PzGrenadier_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_RMP_UK";"Unit_RMP_UK";"ENationaliteAllied";"UK";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"RMP_UK";0;1981;15;25;;;"tank_D";"['infantry_half']";"EDefaultFactoriesInfantry";15;2;0;;;"Descriptor_OrderAvailability_RMP_UK";"WeaponDescriptor_RMP_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Ranger_US";"Unit_Ranger_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Ranger_US";0;1981;15;25;;;"tank_A";"['infantry_half']";"EDefaultFactoriesInfantry";45;2;0;"Descriptor_Unit_Rangers_CMD_US";;"Descriptor_OrderAvailability_Ranger_US";"WeaponDescriptor_Ranger_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rangers_CMD_US";"Unit_Rangers_CMD_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"Rangers_CMD_US";0;1981;15;25;;;"tank_C";"['hq']";"EDefaultFactoriesInfantry";120;5;0;;;"Descriptor_OrderAvailability_Rangers_CMD_US";"WeaponDescriptor_Rangers_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Reserviste_FR";"Unit_Reserviste_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Reserviste_FR";0;1981;15;25;;;"tank_D";"['infantry']";"EDefaultFactoriesInfantry";25;2;0;;;"Descriptor_OrderAvailability_Reserviste_FR";"WeaponDescriptor_Reserviste_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_APILAS_FR";"Unit_Rifles_APILAS_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_APILAS_FR";0;1981;15;25;;;"tank_D";"['infantry']";"EDefaultFactoriesInfantry";55;2;0;"Descriptor_Unit_Rifles_FR";;"Descriptor_OrderAvailability_Rifles_APILAS_FR";"WeaponDescriptor_Rifles_APILAS_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_AT_UK";"Unit_Rifles_AT_UK";"ENationaliteAllied";"UK";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_AT_UK";0;1981;15;25;;;"tank_D";"['infantry']";"EDefaultFactoriesInfantry";55;2;0;"Descriptor_Unit_Rifles_UK";;"Descriptor_OrderAvailability_Rifles_AT_UK";"WeaponDescriptor_Rifles_AT_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_Aero_CMD_FR";"Unit_Rifles_Aero_CMD_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_Aero_CMD_FR";0;1981;15;25;;;"tank_D";"['hq']";"EDefaultFactoriesInfantry";110;5;0;;;"Descriptor_OrderAvailability_Rifles_Aero_CMD_FR";"WeaponDescriptor_Rifles_Aero_CMD_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_Aero_FR";"Unit_Rifles_Aero_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_Aero_FR";0;1981;15;25;;;"tank_D";"['infantry']";"EDefaultFactoriesInfantry";55;2;0;"Descriptor_Unit_Rifles_Aero_CMD_FR";;"Descriptor_OrderAvailability_Rifles_Aero_FR";"WeaponDescriptor_Rifles_Aero_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_CMD_FR";"Unit_Rifles_CMD_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_CMD_FR";0;1981;15;25;;;"tank_D";"['hq']";"EDefaultFactoriesInfantry";110;5;0;;;"Descriptor_OrderAvailability_Rifles_CMD_FR";"WeaponDescriptor_Rifles_CMD_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_CMD_UK";"Unit_Rifles_CMD_UK";"ENationaliteAllied";"UK";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_CMD_UK";0;1981;15;25;;;"tank_D";"['hq']";"EDefaultFactoriesInfantry";125;5;0;;;"Descriptor_OrderAvailability_Rifles_CMD_UK";"WeaponDescriptor_Rifles_CMD_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_CMD_US";"Unit_Rifles_CMD_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";9.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;20;0.26;8.0;"Rifles_CMD_US";0;1981;15;25;;;"tank_A";"['hq']";"EDefaultFactoriesInfantry";145;5;0;;;"Descriptor_OrderAvailability_Rifles_CMD_US";"WeaponDescriptor_Rifles_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_FR";"Unit_Rifles_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";10.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_FR";0;1981;15;25;;;"tank_D";"['infantry']";"EDefaultFactoriesInfantry";50;2;0;"Descriptor_Unit_Rifles_CMD_FR";;"Descriptor_OrderAvailability_Rifles_FR";"WeaponDescriptor_Rifles_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_HMG_US";"Unit_Rifles_HMG_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_HMG_US";0;1981;15;25;;;"tank_A";"['infantry']";"EDefaultFactoriesInfantry";55;2;0;;;"Descriptor_OrderAvailability_Rifles_HMG_US";"WeaponDescriptor_Rifles_HMG_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_LAW_US";"Unit_Rifles_LAW_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";11.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_LAW_US";0;1981;15;25;;;"tank_B";"['infantry']";"EDefaultFactoriesInfantry";55;2;0;"Descriptor_Unit_Rifles_CMD_US";;"Descriptor_OrderAvailability_Rifles_LAW_US";"WeaponDescriptor_Rifles_LAW_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_UK";"Unit_Rifles_UK";"ENationaliteAllied";"UK";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_UK";0;1981;15;25;;;"tank_D";"['infantry']";"EDefaultFactoriesInfantry";50;2;0;"Descriptor_Unit_Rifles_CMD_UK";;"Descriptor_OrderAvailability_Rifles_UK";"WeaponDescriptor_Rifles_UK";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_US";"Unit_Rifles_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";11.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_US";0;1981;15;25;;;"tank_A";"['infantry']";"EDefaultFactoriesInfantry";80;2;0;"Descriptor_Unit_Rifles_LAW_US";;"Descriptor_OrderAvailability_Rifles_US";"WeaponDescriptor_Rifles_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_half_AT4_US";"Unit_Rifles_half_AT4_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_half_AT4_US";0;1981;15;25;;;"tank_C";"['infantry_half']";"EDefaultFactoriesInfantry";30;2;0;"Descriptor_Unit_Rifles_half_LAW_US";;"Descriptor_OrderAvailability_Rifles_half_AT4_US";"WeaponDescriptor_Rifles_half_AT4_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_half_Dragon_US";"Unit_Rifles_half_Dragon_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_half_Dragon_US";0;1981;15;25;;;"tank_C";"['infantry_half']";"EDefaultFactoriesInfantry";50;2;0;"Descriptor_Unit_Rifles_half_AT4_US";;"Descriptor_OrderAvailability_Rifles_half_Dragon_US";"WeaponDescriptor_Rifles_half_Dragon_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_half_LAW_US";"Unit_Rifles_half_LAW_US";"ENationaliteAllied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Rifles_half_LAW_US";0;1981;15;25;;;"tank_C";"['infantry_half']";"EDefaultFactoriesInfantry";25;2;0;"Descriptor_Unit_Rifles_US";;"Descriptor_OrderAvailability_Rifles_half_LAW_US";"WeaponDescriptor_Rifles_half_LAW_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Roland_2_FR";"Unit_Roland_2_FR";"ENationaliteAllied";"FR";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Vehicule_2";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;1000;600.0;;63.675;120;0.2;10.0;"Roland_2_FR";0;1969;1;1;;;"tank_B";"['AA']";"EDefaultFactoriesAT";120;4;0;;;"Descriptor_OrderAvailability_Roland_2_FR";"WeaponDescriptor_Roland_2_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Roland_3_FR";"Unit_Roland_3_FR";"ENationaliteAllied";"FR";1.0;"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Vehicule_2";10.0;0.0;;58.5;;0.6923076923076923;22.5;45.0;7.0;1000;600.0;;63.675;120;0.2;10.0;"Roland_3_FR";0;0;1;1;;;"tank_D";"['AA']";"EDefaultFactoriesAT";150;4;0;"Descriptor_Unit_Roland_2_FR";;"Descriptor_OrderAvailability_Roland_3_FR";"WeaponDescriptor_Roland_3_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_SPW_152K_DDR";"Unit_SPW_152K_DDR";"ENationaliteAxis";"DDR";1.0;"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";"ArmorDescriptor_Blindage_1";8.0;0.0;;54.0;;1.5;33.75;69.75;4.0;300;550.0;;42.45;10;0.13;15.0;"SPW_152K_DDR";0;1982;1;1;;;"tank_B";"['transport']";"EDefaultFactoriesTanks";20;1;1;;;"Descriptor_OrderAvailability_SPW_152K_DDR";"WeaponDescriptor_SPW_152K_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Sapeurs_CMD_FR";"Unit_Sapeurs_CMD_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Sapeurs_CMD_FR";0;1981;15;25;;;"tank_D";"['hq']";"EDefaultFactoriesInfantry";125;5;0;;;"Descriptor_OrderAvailability_Sapeurs_CMD_FR";"WeaponDescriptor_Sapeurs_CMD_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Sapeurs_FR";"Unit_Sapeurs_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Sapeurs_FR";0;1981;15;25;;;"tank_D";"['infantry']";"EDefaultFactoriesInfantry";40;2;0;"Descriptor_Unit_Sapeurs_CMD_FR";;"Descriptor_OrderAvailability_Sapeurs_FR";"WeaponDescriptor_Sapeurs_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Sapeurs_Flam_FR";"Unit_Sapeurs_Flam_FR";"ENationaliteAllied";"FR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";8.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;84.9;40;0.26;8.0;"Sapeurs_Flam_FR";0;1981;15;25;;;"tank_D";"['infantry']";"EDefaultFactoriesInfantry";60;2;0;"Descriptor_Unit_Sapeurs_FR";;"Descriptor_OrderAvailability_Sapeurs_Flam_FR";"WeaponDescriptor_Sapeurs_Flam_FR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_AT_UK";"Unit_Scout_AT_UK";"ENationaliteAllied";"UK";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;;24.75;;0.0;13.5;69.75;0.1;;;;191.025;40;0.56;4.0;"Scout_AT_UK";0;1981;15;25;;;"tank_D";"['reco']";"EDefaultFactoriesRecons";60;3;0;"Descriptor_Unit_Scout_UK";;"Descriptor_OrderAvailability_Scout_AT_UK";"WeaponDescriptor_Scout_AT_UK";2473.4982332155478;;;;;;;;;;;;;;;;;
