DeckDescriptor;DivisionName;DivisionTags;AvailableForPlay;MaxActivationPoints;CountryId;UnitDescriptor;AvailableWithoutTransport;AvailableTransportList;MaxPackNumber;NumberOfUnitInPack_Poor;NumberOfUnitInPack_Trained;NumberOfUnitInPack_Veteran;NumberOfUnitInPack_Elite
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_ATteam_Konkurs_DDR";0;"['Descriptor_Unit_UAZ_469_trans_DDR']";1;0;6;4;2
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_ATteam_RCL_SPG9_DDR";0;"['Descriptor_Unit_UAZ_469_trans_DDR']";1;0;0;0;6
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_BM30_Smerch_SOV";1;;2;0;1;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_BRDM_2_CMD_DDR";1;;1;0;0;0;3
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_BRDM_2_DDR";1;;2;0;0;9;6
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_BRDM_Konkurs_DDR";1;;1;0;12;6;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_BRDM_Malyu_P_DDR";1;;2;0;12;6;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_BTR_50_CMD_DDR";1;;1;0;0;3;2
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Buk_9K37M_SOV";1;;2;0;0;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_DCA_ZU_23_2_DDR";0;"['Descriptor_Unit_UAZ_469_trans_DDR']";2;0;0;9;6
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Engineers_CMD_DDR";0;"['Descriptor_Unit_UAZ_469_trans_DDR']";1;0;0;0;3
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Engineers_DDR";0;"['Descriptor_Unit_W50_LA_A_DDR']";1;0;0;9;6
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Engineers_Flam_DDR";0;"['Descriptor_Unit_W50_LA_A_DDR']";1;0;0;6;4
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Howz_D20_152mm_DDR";0;"['Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_T813_trans_DDR']";2;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Howz_D30_122mm_DDR";0;"['Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_T813_trans_DDR']";2;0;4;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Howz_M46_130mm_DDR";0;"['Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_T813_trans_DDR']";2;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_KdA_CMD_DDR";0;"['Descriptor_Unit_SPW_152K_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";2;0;4;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_KdA_DDR";0;"['Descriptor_Unit_SPW_152K_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";3;12;0;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MANPAD_Strela_2M_DDR";0;"['Descriptor_Unit_UAZ_469_trans_DDR']";2;0;0;12;8
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MFRW_RM70_DDR";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MFRW_RM70_cluster_DDR";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MTLB_supply_DDR";1;;1;0;10;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MiG_21bis_HE_DDR";1;;2;0;3;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MiG_21bis_RKT2_DDR";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MiG_23BN_AT_DDR";1;;1;0;4;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MiG_23MF_AA_DDR";1;;2;0;0;3;2
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MiG_25RBF_SOV";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MiG_27M_SOV";1;;1;0;0;3;2
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MiG_27M_bombe_SOV";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Mi_24P_s8_AT2_DDR";1;;2;0;0;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Mi_26_SOV";1;;2;0;2;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Mi_2_reco_DDR";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Mi_8TB_DDR";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Mi_8TV_PodGatling_PodAGL_SOV";1;;1;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Mi_8TV_s57_32_SOV";1;;2;0;2;1;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Mortier_PM43_120mm_DDR";0;"['Descriptor_Unit_MTLB_trans_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";3;0;4;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MotRifles_CMD_DDR";0;"['Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";1;0;0;0;3
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MotRifles_DDR";0;"['Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";2;0;0;9;6
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MotRifles_HMG_DDR";0;"['Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;6;4
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_MotSchutzen_DDR";0;"['Descriptor_Unit_BTR_50_DDR', 'Descriptor_Unit_W50_LA_A_DDR']";1;0;0;9;6
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Osa_9K33M3_DDR";1;;2;0;6;4;2
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_PT76B_CMD_DDR";1;;1;0;0;0;3
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_PT76B_DDR";1;;2;0;0;9;6
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_PT76B_tank_DDR";1;;2;0;12;8;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Scout_DDR";0;"['Descriptor_Unit_Mi_2_trans_DDR', 'Descriptor_Unit_UAZ_469_trans_DDR']";2;0;0;12;8
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Scout_LRRP_SOV";0;"['Descriptor_Unit_GAZ_66B_SOV', 'Descriptor_Unit_Mi_2_trans_SOV', 'Descriptor_Unit_Mi_8TV_SOV']";1;0;6;4;2
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Spetsnaz_CMD_SOV";0;"['Descriptor_Unit_GAZ_66B_SOV', 'Descriptor_Unit_Mi_2_trans_SOV', 'Descriptor_Unit_Mi_8TV_SOV']";1;0;0;0;3
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Spetsnaz_SOV";0;"['Descriptor_Unit_GAZ_66B_SOV', 'Descriptor_Unit_Mi_2_trans_SOV', 'Descriptor_Unit_Mi_8TV_SOV']";1;0;0;6;4
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Su_17M4_SOV";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Su_22_clu_DDR";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Su_24MP_SOV";1;;1;0;3;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Su_24M_nplm_SOV";1;;1;0;0;2;1
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_T34_85M_DDR";1;;1;0;15;10;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_T55A_CMD_DDR";1;;1;0;0;0;2
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_T55A_DDR";1;;2;0;0;12;8
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_T62M1_SOV";1;;1;0;0;8;4
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_T62M_SOV";1;;1;0;0;6;4
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_T813_DDR";1;;1;0;3;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_UAZ_469_CMD_DDR";1;;2;0;0;4;2
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_UAZ_469_Fagot_DDR";1;;1;0;0;12;8
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_UAZ_469_SPG9_DDR";1;;1;0;0;12;8
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Ural_4320_DDR";1;;1;0;5;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Volkspolizei_CMD_DDR";0;"['Descriptor_Unit_UAZ_469_trans_DDR']";1;0;4;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_Volkspolizei_DDR";0;"['Descriptor_Unit_W50_LA_A_DDR']";2;12;0;0;0
"Descriptor_Deck_Division_RDA_KdA_Bezirk_Erfurt_multi";"OVYVCMLGYY";"['DEFAULT', 'DDR', 'Axis', 'infantryReg', 'DC_PWR3']";1;50;"DDR";"Descriptor_Unit_ZSU_57_2_DDR";1;;1;0;9;6;3
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_ATteam_Milan_1_RFA";0;"['Descriptor_Unit_Iltis_trans_RFA']";1;0;8;4;0
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_ATteam_Milan_2_RFA";0;"['Descriptor_Unit_Iltis_trans_RFA', 'Descriptor_Unit_M113A1G_RFA', 'Descriptor_Unit_Marder_1A2_MILAN_RFA', 'Descriptor_Unit_Marder_1A3_MILAN_RFA', 'Descriptor_Unit_TPZ_Fuchs_MILAN_RFA']";1;0;6;4;2
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_ATteam_Milan_2_para_RFA";0;"['Descriptor_Unit_Iltis_trans_RFA']";2;0;0;6;3
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_ATteam_RCL_M40A1_RFA";0;"['Descriptor_Unit_Iltis_trans_RFA']";1;0;8;4;0
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Bo_105_PAH_1A1_RFA";1;;1;0;4;2;1
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Bo_105_PAH_1_RFA";1;;2;0;6;4;2
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Bo_105_reco_RFA";1;;1;0;6;4;2
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_CH53G_RFA";1;;1;0;3;0;0
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_DCA_FK20_2_20mm_Zwillinge_RFA";0;"['Descriptor_Unit_Iltis_trans_RFA']";1;0;0;9;6
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_DCA_I_Hawk_RFA";0;"['Descriptor_Unit_MAN_Kat_6x6_trans_RFA']";2;0;3;2;1
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Engineers_AT_RFA";0;"['Descriptor_Unit_TPZ_Fuchs_1_RFA', 'Descriptor_Unit_TPZ_Fuchs_MILAN_RFA', 'Descriptor_Unit_Unimog_trans_RFA']";1;0;9;6;3
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Engineers_CMD_RFA";0;"['Descriptor_Unit_Iltis_trans_RFA', 'Descriptor_Unit_TPZ_Fuchs_1_RFA']";1;0;0;3;2
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Engineers_Flam_RFA";0;"['Descriptor_Unit_TPZ_Fuchs_1_RFA', 'Descriptor_Unit_TPZ_Fuchs_MILAN_RFA', 'Descriptor_Unit_Unimog_trans_RFA']";1;0;6;4;2
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Engineers_RFA";0;"['Descriptor_Unit_TPZ_Fuchs_1_RFA', 'Descriptor_Unit_TPZ_Fuchs_MILAN_RFA', 'Descriptor_Unit_Unimog_trans_RFA']";1;0;9;6;3
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_F104G_Starfighter_AT_RFA";1;;1;0;4;2;1
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_F4F_Phantom_II_HE2_RFA";1;;1;0;0;2;1
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_FH70_155mm_RFA";0;"['Descriptor_Unit_MAN_Kat_6x6_trans_RFA']";2;0;2;1;0
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_FV101_Scorpion_BEL";1;;1;0;9;6;3
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_FV102_Striker_BEL";1;;2;0;9;6;3
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_FV105_Sultan_BEL";1;;1;0;0;3;0
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_FV107_Scimitar_BEL";1;;1;0;9;6;3
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Fallschirm_RFA";0;"['Descriptor_Unit_Unimog_trans_RFA']";2;0;0;6;4
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Fallschirmjager_CMD_RFA";0;"['Descriptor_Unit_Unimog_trans_RFA']";1;0;0;0;2
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Fallschirmjager_Scout_RFA";0;"['Descriptor_Unit_Bo_105_trans_RFA', 'Descriptor_Unit_Iltis_trans_RFA']";1;0;0;4;2
"Descriptor_Deck_Division_RFA_2_PzGrenadier_multi";"XKYVHEFNED";"['DEFAULT', 'RFA', 'Allied', 'infantryReg', 'DC_PWR2']";1;50;"RFA";"Descriptor_Unit_Feldgendarmerie_RFA";0;"['Descriptor_Unit_Iltis_trans_RFA']";1;0;0;12;8
