UniteDescriptor;ClassNameForDebug;Nationalite;MotherCountry;UnitConcealmentBonus;ArmorDescriptorFront;ArmorDescriptorSides;ArmorDescriptorRear;ArmorDescriptorTop;MaxDamages;HitRollECM;Dangerousness;NbSoldatInGroupeCombat;MaxSpeed;RoadSpeed;SpeedBonusOnRoad;MaxAcceleration;MaxDeceleration;TempsDemiTour;FuelCapacity;FuelMoveDuration;Autonomy;OpticalStrength;OpticalStrengthAltitude;IdentifyBaseProbability;TimeBetweenEachIdentifyRoll;ProductionYear;IsTransporter;IsPlane;UnitAttackValue;UnitDefenseValue;EvacuationTime;TravelDuration;RoleList;SpecialtiesList;Factory;Resource_CommandPoints;RevealInfluence;UpgradeFromUnit;SupplyCapacity;UnlockableOrders;WeaponDescriptor;DeploymentShift;Altitude;AltitudeMax;AltitudeMin;AltitudeMinForRoll;MinRollSpeedForRoll;Speed;AgilityRadius;PitchAngle;RollAngle;PitchSpeed;RollSpeed;UpwardSpeed;TorqueManoeuvrability;CyclicManoeuvrability;MaxInclination;GFactorLimit;RotorArea
"Descriptor_Unit_Panzergrenadier_IFV_RFA";"Unit_Panzergrenadier_IFV_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;19.11;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry']";"Infantry";40;0;"Descriptor_Unit_Panzergrenadier_APC_RFA";;"Descriptor_OrderAvailability_Panzergrenadier_IFV_RFA";"WeaponDescriptor_Panzergrenadier_IFV_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_PzGrenadier_RFA";"Unit_PzGrenadier_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;21.32;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry']";"Infantry";45;0;"Descriptor_Unit_Panzergrenadier_CMD_RFA";;"Descriptor_OrderAvailability_PzGrenadier_RFA";"WeaponDescriptor_PzGrenadier_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Ranger_US";"Unit_Ranger_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;25.0;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;5;5;;;"tank_A";"['infantry']";"Infantry";65;0;"Descriptor_Unit_Rangers_CMD_US";;"Descriptor_OrderAvailability_Ranger_US";"WeaponDescriptor_Ranger_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rangers_CMD_US";"Unit_Rangers_CMD_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;11.0;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['hq']";"Infantry";125;0;;;"Descriptor_OrderAvailability_Rangers_CMD_US";"WeaponDescriptor_Rangers_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_CMD_US";"Unit_Rifles_CMD_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";9.0;0.0;20.73;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['hq']";"Infantry";145;0;;;"Descriptor_OrderAvailability_Rifles_CMD_US";"WeaponDescriptor_Rifles_CMD_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_HMG_US";"Unit_Rifles_HMG_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;28.39;;20.25;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;5;5;;;"tank_A";"['infantry']";"Infantry";60;0;;;"Descriptor_OrderAvailability_Rifles_HMG_US";"WeaponDescriptor_Rifles_HMG_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_LAW_US";"Unit_Rifles_LAW_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";11.0;0.0;32.92;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;4;4;;;"tank_B";"['infantry']";"Infantry";55;0;"Descriptor_Unit_Rifles_CMD_US";;"Descriptor_OrderAvailability_Rifles_LAW_US";"WeaponDescriptor_Rifles_LAW_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_US";"Unit_Rifles_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";11.0;0.0;35.92;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;5;5;;;"tank_A";"['infantry']";"Infantry";70;0;"Descriptor_Unit_Rifles_LAW_US";;"Descriptor_OrderAvailability_Rifles_US";"WeaponDescriptor_Rifles_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_half_AT4_US";"Unit_Rifles_half_AT4_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;19.95;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry_half']";"Infantry";35;0;"Descriptor_Unit_Rifles_half_LAW_US";;"Descriptor_OrderAvailability_Rifles_half_AT4_US";"WeaponDescriptor_Rifles_half_AT4_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_half_Dragon_US";"Unit_Rifles_half_Dragon_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";6.0;0.0;20.95;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry_half']";"Infantry";40;0;"Descriptor_Unit_Rifles_half_AT4_US";;"Descriptor_OrderAvailability_Rifles_half_Dragon_US";"WeaponDescriptor_Rifles_half_Dragon_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Rifles_half_LAW_US";"Unit_Rifles_half_LAW_US";"Allied";"US";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;21.97;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;3;3;;;"tank_C";"['infantry_half']";"Infantry";40;0;"Descriptor_Unit_Rifles_US";;"Descriptor_OrderAvailability_Rifles_half_LAW_US";"WeaponDescriptor_Rifles_half_LAW_US";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_BEL";"Unit_Scout_BEL";"Allied";"BEL";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;11.0;;24.75;;0.0;13.5;69.75;0.1;;;;170;40;0.56;4.0;1981;0;0;3;3;;;"tank_C";"['reco']";"Recons";45;0;;;"Descriptor_OrderAvailability_Scout_BEL";"WeaponDescriptor_Scout_BEL";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_CMD_DDR";"Unit_Scout_CMD_DDR";"Axis";"DDR";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";5.0;0.0;4.95;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;0;0;0;2;2;;;"tank_D";"['hq']";"Infantry";110;0;;;"Descriptor_OrderAvailability_Scout_CMD_DDR";"WeaponDescriptor_Scout_CMD_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_CMD_RFA";"Unit_Scout_CMD_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";3.0;0.0;3.63;;24.75;;0.0;13.5;69.75;0.1;;;;80;20;0.26;8.0;0;0;0;2;2;;;"tank_D";"['hq']";"Infantry";110;0;;;"Descriptor_OrderAvailability_Scout_CMD_RFA";"WeaponDescriptor_Scout_CMD_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_DDR";"Unit_Scout_DDR";"Axis";"DDR";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;15.969999999999999;;24.75;;0.0;13.5;69.75;0.1;;;;170;40;0.56;4.0;1981;0;0;4;4;;;"tank_B";"['reco']";"Recons";55;0;;;"Descriptor_OrderAvailability_Scout_DDR";"WeaponDescriptor_Scout_DDR";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_LRRP_DDR";"Unit_Scout_LRRP_DDR";"Axis";"DDR";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";9.0;0.0;27.0;;24.75;;0.0;13.5;69.75;0.1;;;;170;40;0.56;4.0;0;0;0;4;4;;;"tank_B";"['reco']";"Recons";75;0;;;"Descriptor_OrderAvailability_Scout_LRRP_DDR";"WeaponDescriptor_Scout_LRRP_DDR";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_LRRP_SOV";"Unit_Scout_LRRP_SOV";"Axis";"SOV";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";7.0;0.0;18.0;;24.75;;0.0;13.5;69.75;0.1;;;;170;40;0.56;4.0;1981;0;0;4;4;;;"tank_B";"['reco']";"Recons";60;0;;;"Descriptor_OrderAvailability_Scout_LRRP_SOV";"WeaponDescriptor_Scout_LRRP_SOV";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_RFA";"Unit_Scout_RFA";"Allied";"RFA";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;17.9;;24.75;;0.0;13.5;69.75;0.1;;;;170;40;0.56;4.0;1981;0;0;4;4;;;"tank_B";"['reco']";"Recons";60;0;;;"Descriptor_OrderAvailability_Scout_RFA";"WeaponDescriptor_Scout_RFA";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_SOV";"Unit_Scout_SOV";"Axis";"SOV";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;16.97;;24.75;;0.0;13.5;69.75;0.1;;;;170;40;0.56;4.0;1981;0;0;4;4;;;"tank_B";"['reco']";"Recons";55;0;;;"Descriptor_OrderAvailability_Scout_SOV";"WeaponDescriptor_Scout_SOV";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Scout_US";"Unit_Scout_US";"Allied";"US";2.5;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";4.0;0.0;8.78;;24.75;;0.0;13.5;69.75;0.1;;;;170;40;0.56;4.0;1981;0;0;3;3;;;"tank_C";"['reco']";"Recons";40;0;;;"Descriptor_OrderAvailability_Scout_US";"WeaponDescriptor_Scout_US";3533.5689045936397;;;;;;;;;;;;;;;;;
"Descriptor_Unit_Security_RFA";"Unit_Security_RFA";"Allied";"RFA";2.0;"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";"ArmorDescriptor_Infanterie_1";11.0;0.0;13.309999999999999;;24.75;;0.0;13.5;69.75;0.1;;;;80;40;0.26;8.0;1981;0;0;2;2;;;"tank_D";"['infantry']";"Infantry";30;0;"Descriptor_Unit_HeimatschutzJager_RFA";;"Descriptor_OrderAvailability_Security_RFA";"WeaponDescriptor_Security_RFA";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T55AM2B_DDR";"Unit_T55AM2B_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;81.44999999999999;;45.0;;1.2000000000000002;18.0;45.0;8.0;1350;450.0;;80;20;0.26;8.0;0;0;0;9;9;;;"tank_C";"['armor']";"Tanks";80;0;"Descriptor_Unit_T55AM2_DDR";;"Descriptor_OrderAvailability_T55AM2B_DDR";"WeaponDescriptor_T55AM2B_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T55AM2_CMD_DDR";"Unit_T55AM2_CMD_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;81.44999999999999;;45.0;;1.2000000000000002;18.0;45.0;8.0;1500;500.0;;80;20;0.26;8.0;0;0;0;13;13;;;"tank_B";"['hq']";"Tanks";170;0;;;"Descriptor_OrderAvailability_T55AM2_CMD_DDR";"WeaponDescriptor_T55AM2_CMD_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T55AM2_DDR";"Unit_T55AM2_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_5";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;81.44999999999999;;45.0;;1.2000000000000002;18.0;45.0;8.0;1350;450.0;;80;20;0.26;8.0;0;0;0;5;5;;;"tank_D";"['armor']";"Tanks";70;0;"Descriptor_Unit_T55AM2_CMD_DDR";;"Descriptor_OrderAvailability_T55AM2_DDR";"WeaponDescriptor_T55AM2_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T55A_CMD_DDR";"Unit_T55A_CMD_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;46.3;;45.0;;1.2000000000000002;18.0;45.0;8.0;1500;500.0;;80;20;0.26;8.0;0;0;0;9;9;;;"tank_C";"['hq']";"Tanks";145;0;;;"Descriptor_OrderAvailability_T55A_CMD_DDR";"WeaponDescriptor_T55A_CMD_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T55A_DDR";"Unit_T55A_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;46.3;;45.0;;1.2000000000000002;18.0;45.0;8.0;1350;450.0;;60;20;0.2;10.0;0;0;0;5;5;;;"tank_D";"['armor']";"Tanks";45;0;"Descriptor_Unit_T55A_CMD_DDR";;"Descriptor_OrderAvailability_T55A_DDR";"WeaponDescriptor_T55A_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T62M1_SOV";"Unit_T62M1_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;77.15;;45.0;;1.2000000000000002;18.0;45.0;8.0;1350;450.0;;80;20;0.26;8.0;0;0;0;9;9;;;"tank_C";"['armor']";"Tanks";90;0;"Descriptor_Unit_T62M_CMD_SOV";;"Descriptor_OrderAvailability_T62M1_SOV";"WeaponDescriptor_T62M1_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T62MV_SOV";"Unit_T62MV_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_12";"ArmorDescriptor_Blindage_6";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;77.15;;45.0;;1.2000000000000002;18.0;45.0;8.0;1350;450.0;;80;20;0.26;8.0;0;0;0;9;9;;;"tank_C";"['armor']";"Tanks";105;0;"Descriptor_Unit_T62M_SOV";;"Descriptor_OrderAvailability_T62MV_SOV";"WeaponDescriptor_T62MV_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T62M_CMD_SOV";"Unit_T62M_CMD_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;77.15;;45.0;;1.2000000000000002;18.0;45.0;8.0;1500;500.0;;80;20;0.26;8.0;0;0;0;13;13;;;"tank_B";"['hq']";"Tanks";190;0;;;"Descriptor_OrderAvailability_T62M_CMD_SOV";"WeaponDescriptor_T62M_CMD_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T62M_SOV";"Unit_T62M_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_10";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Blindage_2";10.0;0.0;77.15;;45.0;;1.2000000000000002;18.0;45.0;8.0;1350;450.0;;60;20;0.2;10.0;0;0;0;9;9;;;"tank_C";"['armor']";"Tanks";90;0;"Descriptor_Unit_T62M1_SOV";;"Descriptor_OrderAvailability_T62M_SOV";"WeaponDescriptor_T62M_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T64BV_SOV";"Unit_T64BV_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_17";"ArmorDescriptor_Blindage_8";"ArmorDescriptor_Blindage_4";"ArmorDescriptor_Blindage_3";10.0;0.0;101.35;;58.5;;0.6923076923076923;22.5;45.0;7.0;2040;680.0;;80;20;0.26;8.0;1981;0;0;17;17;;;"tank_A";"['armor']";"Tanks";240;0;;;"Descriptor_OrderAvailability_T64BV_SOV";"WeaponDescriptor_T64BV_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T72B_DDR";"Unit_T72B_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_14";"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;92.15;;54.0;;0.8333333333333333;22.5;45.0;7.0;1600;700.0;;80;20;0.26;8.0;0;0;0;13;13;;;"tank_B";"['armor']";"Tanks";185;0;;;"Descriptor_OrderAvailability_T72B_DDR";"WeaponDescriptor_T72B_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T72M1_DDR";"Unit_T72M1_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_14";"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;92.15;;54.0;;0.8333333333333333;22.5;45.0;7.0;1600;700.0;;80;20;0.26;8.0;0;0;0;13;13;;;"tank_B";"['armor']";"Tanks";185;0;"Descriptor_Unit_T72M_DDR";;"Descriptor_OrderAvailability_T72M1_DDR";"WeaponDescriptor_T72M1_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T72M_CMD_DDR";"Unit_T72M_CMD_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_12";"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";10.0;0.0;92.15;;54.0;;0.8333333333333333;22.5;45.0;7.0;1600;700.0;;80;20;0.26;8.0;0;0;0;13;13;;;"tank_B";"['hq']";"Tanks";260;0;;;"Descriptor_OrderAvailability_T72M_CMD_DDR";"WeaponDescriptor_T72M_CMD_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T72M_DDR";"Unit_T72M_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_12";"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";10.0;0.0;92.15;;54.0;;0.8333333333333333;22.5;45.0;7.0;1600;700.0;;80;20;0.26;8.0;0;0;0;13;13;;;"tank_B";"['armor']";"Tanks";160;0;"Descriptor_Unit_T72M_CMD_DDR";;"Descriptor_OrderAvailability_T72M_DDR";"WeaponDescriptor_T72M_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T72_DDR";"Unit_T72_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_11";"ArmorDescriptor_Blindage_6";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";10.0;0.0;81.0;;54.0;;0.8333333333333333;22.5;45.0;7.0;1600;700.0;;60;20;0.2;10.0;1981;0;0;9;9;;;"tank_C";"['armor']";"Tanks";110;0;;;"Descriptor_OrderAvailability_T72_DDR";"WeaponDescriptor_T72_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T80BV_CMD_SOV";"Unit_T80BV_CMD_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_17";"ArmorDescriptor_Blindage_9";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;101.35;;63.0;;0.5714285714285714;22.5;69.75;5.0;2040;500.0;;80;20;0.26;8.0;1981;0;0;17;17;;;"tank_A";"['hq']";"Tanks";340;0;;;"Descriptor_OrderAvailability_T80BV_CMD_SOV";"WeaponDescriptor_T80BV_CMD_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T80BV_SOV";"Unit_T80BV_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_17";"ArmorDescriptor_Blindage_9";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;101.35;;63.0;;0.5714285714285714;22.5;69.75;5.0;2040;500.0;;80;20;0.26;8.0;1981;0;0;17;17;;;"tank_A";"['armor']";"Tanks";240;0;"Descriptor_Unit_T80B_SOV";;"Descriptor_OrderAvailability_T80BV_SOV";"WeaponDescriptor_T80BV_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T80B_SOV";"Unit_T80B_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_14";"ArmorDescriptor_Blindage_8";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;101.35;;63.0;;0.5714285714285714;22.5;69.75;5.0;2040;500.0;;80;20;0.26;8.0;1981;0;0;13;13;;;"tank_B";"['armor']";"Tanks";200;0;"Descriptor_Unit_T80BV_CMD_SOV";;"Descriptor_OrderAvailability_T80B_SOV";"WeaponDescriptor_T80B_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T80U_CMD_SOV";"Unit_T80U_CMD_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_20";"ArmorDescriptor_Blindage_9";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;115.7;;67.5;;0.46666666666666656;22.5;69.75;5.0;2040;450.0;;80;20;0.26;8.0;1981;0;0;17;17;;;"tank_A";"['hq']";"Tanks";405;0;;;"Descriptor_OrderAvailability_T80U_CMD_SOV";"WeaponDescriptor_T80U_CMD_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T80U_SOV";"Unit_T80U_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_20";"ArmorDescriptor_Blindage_9";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_3";10.0;0.0;115.7;;67.5;;0.46666666666666656;22.5;69.75;5.0;2040;450.0;;80;20;0.26;8.0;1981;0;0;17;17;;;"tank_A";"['armor']";"Tanks";305;0;"Descriptor_Unit_T80U_CMD_SOV";;"Descriptor_OrderAvailability_T80U_SOV";"WeaponDescriptor_T80U_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T813_DDR";"Unit_T813_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";10.0;0.0;;;81.0;;0.6666666666666667;33.75;69.75;3.0;;;;40;10;0.13;15.0;1982;0;0;1;1;;;"tank_B";"['supply']";"Logistic";55;1;;1750.0;"Descriptor_OrderAvailability_T813_DDR";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_T813_trans_DDR";"Unit_T813_trans_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";"ArmorDescriptor_Vehicule_leger";10.0;0.0;;;81.0;;0.6666666666666667;33.75;69.75;3.0;;;;40;10;0.13;15.0;1982;1;0;1;1;;;"tank_C";"['transport']";"Infantry";15;1;"Descriptor_Unit_W50_LA_A_DDR";;"Descriptor_OrderAvailability_T813_trans_DDR";;;;;;;;;;;;;;;;;;;
"Descriptor_Unit_TO_55_DDR";"Unit_TO_55_DDR";"Axis";"DDR";1.0;"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";10.0;0.0;46.3;;45.0;;1.0;18.0;45.0;8.0;960;500.0;;60;20;0.2;10.0;1981;0;0;5;5;;;"tank_D";"['armor']";"Tanks";50;0;;;"Descriptor_OrderAvailability_TO_55_DDR";"WeaponDescriptor_TO_55_DDR";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_TO_55_SOV";"Unit_TO_55_SOV";"Axis";"SOV";1.0;"ArmorDescriptor_Blindage_7";"ArmorDescriptor_Blindage_3";"ArmorDescriptor_Blindage_2";"ArmorDescriptor_Vehicule_1";10.0;0.0;46.3;;45.0;;1.0;18.0;45.0;8.0;960;500.0;;60;20;0.2;10.0;1981;0;0;5;5;;;"tank_D";"['armor']";"Tanks";50;0;;;"Descriptor_OrderAvailability_TO_55_SOV";"WeaponDescriptor_TO_55_SOV";;;;;;;;;;;;;;;;;;
"Descriptor_Unit_TPZ_Fuchs_1_RFA";"Unit_TPZ_Fuchs_1_RFA";"Allied";"RFA";1.0;"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";"ArmorDescriptor_Vehicule_1";10.0;0.0;5.0;;90.0;;0.5;33.75;69.75;3.0;500;800.0;;40;10;0.13;15.0;1984;1;0;1;1;;;"tank_B";"['transport']";"Tanks";25;1;;;"Descriptor_OrderAvailability_TPZ_Fuchs_1_RFA";"WeaponDescriptor_TPZ_Fuchs_1_RFA";;;;;;;;;;;;;;;;;;
